product_id,product_name,brand,suitable_shades,suitable_concerns,suitable_skin_types,coverage_score,longevity_score,lightweight_score,product_type,ingredient_level,compat_oily,compat_dry,compat_sensitive,compat_combination,review_count,avg_rating,price,product_link
-1231312018540617253,두잉왓 소프트 블러링 필터 쿠션 15g 단품/기획,두잉왓,"['1호', '2호', '3호', '4호', '21']","['spots', 'acne']","['dry', 'combination', 'oily', 'sensitive']",3.33,2.86,3.65,cushion,저자극,0.7619047619047619,0.36190476190476184,0.26190476190476186,0.5619047619047619,218,4.75,33900,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000200388&dispCatNo=1000001000700080011&trackingCd=Cat1000001000700080011_Small&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%BF%A0%EC%85%98/%ED%8C%8C%EC%9A%B4%EB%8D%B0%EC%9D%B4%EC%85%98_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=21&tab=review
-7486464741680046464,듀이셀 트루빔 파운데이션 12g,듀이셀,[],"['spots', 'whitening', 'acne', 'pore']","['sensitive', 'dry', 'oily']",3.17,2.0,3.4,liquid,저자극,0.5226950354609929,0.6726950354609929,0.6726950354609929,0.5976950354609929,18,5.0,36000,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000204825&dispCatNo=1000001000700080011&trackingCd=Cat1000001000700080011_Small&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%BF%A0%EC%85%98/%ED%8C%8C%EC%9A%B4%EB%8D%B0%EC%9D%B4%EC%85%98_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=19&tab=review
6537025432860638431,듀이셀 트루빔 파운데이션 12g 기획(+토너패드 20매),듀이셀,['23호'],"['spots', 'pore', 'acne']",['dry'],3.26,2.82,3.71,liquid,저자극,0.5226950354609929,0.6726950354609929,0.6726950354609929,0.5976950354609929,935,4.94,36000,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000210307&dispCatNo=1000001000700080011&trackingCd=Cat1000001000700080011_Small&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%BF%A0%EC%85%98/%ED%8C%8C%EC%9A%B4%EB%8D%B0%EC%9D%B4%EC%85%98_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=5&tab=review
-3142130417201757110,라끌랑 내츄럴 커버 옴므쿠션 3종 택1,라끌랑,"['2호', '27', '3호', '1호']",['acne'],[],3.27,3.31,3.7,cushion,저자극,0.7959183673469388,0.6459183673469387,0.4959183673469388,0.7209183673469388,413,4.75,35000,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000130814&dispCatNo=1000001000700080011&trackingCd=Cat1000001000700080011_Small&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%BF%A0%EC%85%98/%ED%8C%8C%EC%9A%B4%EB%8D%B0%EC%9D%B4%EC%85%98_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=15&tab=review
-2690975380720256958,라끌랑 슈퍼쉴드 옴므쿠션 2종 택1,라끌랑,"['2호', '1호', '27', '23']","['spots', 'acne']",['oily'],3.31,3.2,3.75,cushion,저자극,0.9193548387096774,0.7693548387096774,0.9193548387096774,0.8443548387096773,459,4.71,39000,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000130798&dispCatNo=1000001000700080011&trackingCd=Cat1000001000700080011_Small&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%BF%A0%EC%85%98/%ED%8C%8C%EC%9A%B4%EB%8D%B0%EC%9D%B4%EC%85%98_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=14&tab=review
-7140719455849390100,라끌랑 올데이 파워 픽스쿠션 3종 택1,라끌랑,"['2호', '1호', '3호']",['spots'],"['oily', 'combination']",3.19,2.89,3.87,cushion,저자극,0.6777777777777778,0.7777777777777778,0.6277777777777778,0.7277777777777779,100,4.86,37000,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000184127&dispCatNo=1000001000700080011&trackingCd=Cat1000001000700080011_Small&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%BF%A0%EC%85%98/%ED%8C%8C%EC%9A%B4%EB%8D%B0%EC%9D%B4%EC%85%98_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=6&tab=review
5741492637321691636,비레디 블루 쿠션 4세대 15g(SPF 34 PA++),비레디,"['1호', '2호', '3호', '21', '4호']","['spots', 'acne']","['oily', 'combination', 'dry']",3.22,3.06,3.77,cushion,저자극,0.4522388059701493,0.15223880597014927,0.40223880597014927,0.3022388059701493,3302,4.84,32900,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000212063&dispCatNo=1000001000700080011&trackingCd=Cat1000001000700080011_Small&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%BF%A0%EC%85%98/%ED%8C%8C%EC%9A%B4%EB%8D%B0%EC%9D%B4%EC%85%98_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=2&tab=review
209846398426332218,비레디 블루 쿠션 4세대 리필 15g,비레디,"['21', '27', '23', '2호', '3호']","['acne', 'spots']","['combination', 'sensitive']",3.24,2.79,3.78,cushion,저자극,0.4522388059701493,0.15223880597014927,0.40223880597014927,0.3022388059701493,364,4.87,24900,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000217042&dispCatNo=1000001000700080011&trackingCd=Cat1000001000700080011_Small&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%BF%A0%EC%85%98/%ED%8C%8C%EC%9A%B4%EB%8D%B0%EC%9D%B4%EC%85%98_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=8&tab=review
-3012165713437081830,비레디 블루 파운데이션 35ml,비레디,"['2호', '4호', '3호', '5호', '1호']","['spots', 'acne']",[],3.29,3.04,3.66,liquid,저자극,0.38904109589041097,0.18904109589041096,0.43904109589041096,0.28904109589041094,886,4.77,29000,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000178092&dispCatNo=1000001000700080011&trackingCd=Cat1000001000700080011_Small&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%BF%A0%EC%85%98/%ED%8C%8C%EC%9A%B4%EB%8D%B0%EC%9D%B4%EC%85%98_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=3&tab=review
-7570409755446067219,엠도씨 엔드 핏 스틱 비비 파운데이션 13g (1호/2호/3호),엠도씨,"['3호', '2호', '1호']","['acne', 'spots']","['combination', 'sensitive']",3.62,4.0,4.0,liquid,저자극,0.568995633187773,0.868995633187773,0.418995633187773,0.7189956331877729,31,4.94,29000,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000207759&dispCatNo=1000001000700080011&trackingCd=Cat1000001000700080011_Small&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%BF%A0%EC%85%98/%ED%8C%8C%EC%9A%B4%EB%8D%B0%EC%9D%B4%EC%85%98_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=23&tab=review
7300132781416768540,오브제 내추럴 커버 파운데이션 기획세트(+클렌징폼 50ml),오브제,"['2호', '23', '1호', '3호', '21']",['spots'],['combination'],3.24,2.84,3.64,liquid,저자극,0.8360655737704918,0.8360655737704918,0.6860655737704918,0.8360655737704918,6518,4.84,36800,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000198001&dispCatNo=1000001000700080011&trackingCd=Cat1000001000700080011_Small&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%BF%A0%EC%85%98/%ED%8C%8C%EC%9A%B4%EB%8D%B0%EC%9D%B4%EC%85%98_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=1&tab=review
